ticket_id,title,description,category,component,issue_type,severity,priority,status,assigned_team,environment,resolution,created_date,steps_to_reproduce
ITS-00279,Laptop problem: slow performance,"Hi, I need help. Laptop keeps slow performance. Started yesterday. I'm on Windows 11.",Hardware,Laptop,Question,Medium,Medium,Closed,DevOps,Windows 11,Performed hardware diagnostic. Verified with user that issue is fixed.,2025-01-13,"1. Open Laptop
2. Attempt normal operation
3. Observe: slow performance"
ITS-00280,MFA problem: MFA not working,The MFA has been MFA not working for the past few hours. OS: Chrome OS. Please help.,Account,MFA,Question,Medium,Medium,Closed,DevOps,Chrome OS,Created new account with standard template. Verified with user that issue is fixed.,2025-04-20,"1. Open MFA
2. Attempt normal operation
3. Observe: MFA not working"
ITS-00281,Keyboard keyboard keys stuck,Issue with Keyboard: keyboard keys stuck. This is affecting my work. Running on macOS 14.,Hardware,Keyboard,Service Request,Medium,Medium,Open,Security,macOS 14,,2025-07-13,"1. Open Keyboard
2. Attempt normal operation
3. Observe: keyboard keys stuck"
ITS-00282,[Hardware] Mouse - screen flickering,Issue with Mouse: screen flickering. This is affecting my work. Running on macOS 14.,Hardware,Mouse,Question,Low,Low,Open,Help Desk,macOS 14,,2025-05-25,"1. Open Mouse
2. Attempt normal operation
3. Observe: screen flickering"
ITS-00283,SSO problem: MFA not working,My SSO is MFA not working. I've been experiencing this since this morning. Environment: macOS 14.,Account,SSO,Service Request,High,High,Closed,DevOps,macOS 14,Re-enrolled MFA device. Verified with user that issue is fixed.,2025-06-03,"1. Open SSO
2. Attempt normal operation
3. Observe: MFA not working"
ITS-00284,[Software] VPN - missing features after update,"Hi, I need help. VPN keeps missing features after update. Started yesterday. I'm on Chrome OS.",Software,VPN,Bug,Low,Low,Resolved,DevOps,Chrome OS,Rolled back to previous version. Verified with user that issue is fixed.,2025-05-10,"1. Open VPN
2. Attempt normal operation
3. Observe: missing features after update"
ITS-00285,WiFi problem: cannot reach specific websites,My WiFi is cannot reach specific websites. I've been experiencing this since this morning. Environment: Windows 11.,Network,WiFi,Service Request,High,High,Resolved,Help Desk,Windows 11,Flushed DNS cache. Verified with user that issue is fixed.,2025-06-22,"1. Open WiFi
2. Attempt normal operation
3. Observe: cannot reach specific websites"
ITS-00286,Laptop blue screen of death,Urgent: Laptop - blue screen of death. Multiple users reporting similar issues. Environment is Chrome OS.,Hardware,Laptop,Service Request,Medium,Medium,Resolved,Network Engineering,Chrome OS,Updated BIOS firmware. Verified with user that issue is fixed.,2025-09-13,"1. Open Laptop
2. Attempt normal operation
3. Observe: blue screen of death"
ITS-00287,[Hardware] Mouse - not turning on,My Mouse is not turning on. I've been experiencing this since this morning. Environment: Windows 10.,Hardware,Mouse,Bug,Medium,Medium,Open,Security,Windows 10,,2025-03-01,"1. Open Mouse
2. Attempt normal operation
3. Observe: not turning on"
ITS-00288,Mouse battery not charging,Urgent: Mouse - battery not charging. Multiple users reporting similar issues. Environment is Windows 11.,Hardware,Mouse,Bug,Low,Low,In Progress,Security,Windows 11,,2025-07-23,"1. Open Mouse
2. Attempt normal operation
3. Observe: battery not charging"
ITS-00289,Docking Station screen flickering,"Hi, I need help. Docking Station keeps screen flickering. Started yesterday. I'm on Windows 10.",Hardware,Docking Station,Bug,Medium,Medium,Closed,IT Operations,Windows 10,Updated BIOS firmware. Verified with user that issue is fixed.,2025-09-09,"1. Open Docking Station
2. Attempt normal operation
3. Observe: screen flickering"
ITS-00290,Laptop problem: screen flickering,"Hi, I need help. Laptop keeps screen flickering. Started yesterday. I'm on Chrome OS.",Hardware,Laptop,Service Request,Low,Low,Closed,Help Desk,Chrome OS,Updated device drivers. Verified with user that issue is fixed.,2025-10-26,"1. Open Laptop
2. Attempt normal operation
3. Observe: screen flickering"
ITS-00291,Monitor problem: freezing randomly,My Monitor is freezing randomly. I've been experiencing this since this morning. Environment: macOS 14.,Hardware,Monitor,Service Request,Low,Low,Open,Network Engineering,macOS 14,,2025-08-09,"1. Open Monitor
2. Attempt normal operation
3. Observe: freezing randomly"
ITS-00292,Mouse problem: overheating,The Mouse has been overheating for the past few hours. OS: Windows 11. Please help.,Hardware,Mouse,Question,Medium,Medium,Open,Security,Windows 11,,2025-05-28,"1. Open Mouse
2. Attempt normal operation
3. Observe: overheating"
ITS-00293,MFA permission denied,Urgent: MFA - permission denied. Multiple users reporting similar issues. Environment is macOS 14.,Account,MFA,Service Request,Medium,Medium,Resolved,DevOps,macOS 14,Granted appropriate permissions. Verified with user that issue is fixed.,2025-07-27,"1. Open MFA
2. Attempt normal operation
3. Observe: permission denied"
ITS-00294,Database failover did not trigger,Issue with Database: failover did not trigger. This is affecting my work. Running on macOS 14.,Incident,Database,Incident,Low,Low,In Progress,Security,macOS 14,,2025-02-14,"1. Open Database
2. Attempt normal operation
3. Observe: failover did not trigger"
ITS-00295,SSO account locked out,Urgent: SSO - account locked out. Multiple users reporting similar issues. Environment is Windows 10.,Account,SSO,Bug,Medium,Medium,In Progress,Security,Windows 10,,2025-05-25,"1. Open SSO
2. Attempt normal operation
3. Observe: account locked out"
ITS-00296,Monitor freezing randomly,Issue with Monitor: freezing randomly. This is affecting my work. Running on macOS 14.,Hardware,Monitor,Service Request,Medium,Medium,Closed,IT Operations,macOS 14,Cleaned internal fans. Verified with user that issue is fixed.,2025-10-04,"1. Open Monitor
2. Attempt normal operation
3. Observe: freezing randomly"
ITS-00297,VPN cannot access internal resources,The VPN has been cannot access internal resources for the past few hours. OS: Windows 11. Please help.,Network,VPN,Question,Critical,Critical,Closed,Network Engineering,Windows 11,Flushed DNS cache. Verified with user that issue is fixed.,2025-08-16,"1. Open VPN
2. Attempt normal operation
3. Observe: cannot access internal resources"
ITS-00298,[Hardware] Docking Station - no display output,Urgent: Docking Station - no display output. Multiple users reporting similar issues. Environment is Windows 11.,Hardware,Docking Station,Bug,Critical,Critical,Resolved,IT Operations,Windows 11,Replaced faulty component. Verified with user that issue is fixed.,2025-03-09,"1. Open Docking Station
2. Attempt normal operation
3. Observe: no display output"
ITS-00299,VPN slow internet speed,The VPN has been slow internet speed for the past few hours. OS: Windows 11. Please help.,Network,VPN,Question,Medium,Medium,Closed,Help Desk,Windows 11,Assigned static IP. Verified with user that issue is fixed.,2025-03-13,"1. Open VPN
2. Attempt normal operation
3. Observe: slow internet speed"
ITS-00300,Web App service outage affecting all users,The Web App has been service outage affecting all users for the past few hours. OS: macOS 14. Please help.,Incident,Web App,Incident,Medium,Medium,In Progress,Help Desk,macOS 14,,2025-04-17,"1. Open Web App
2. Attempt normal operation
3. Observe: service outage affecting all users"
ITS-00301,[Incident] Load Balancer - scheduled maintenance overran window,"Hi, I need help. Load Balancer keeps scheduled maintenance overran window. Started yesterday. I'm on Windows 11.",Incident,Load Balancer,Incident,High,High,Resolved,IT Operations,Windows 11,Performed manual failover. Verified with user that issue is fixed.,2025-09-18,"1. Open Load Balancer
2. Attempt normal operation
3. Observe: scheduled maintenance overran window"
ITS-00302,Office 365 problem: update failed,Urgent: Office 365 - update failed. Multiple users reporting similar issues. Environment is Windows 11.,Software,Office 365,Question,Medium,Medium,Open,Network Engineering,Windows 11,,2025-07-19,"1. Open Office 365
2. Attempt normal operation
3. Observe: update failed"
ITS-00303,[Incident] Database - degraded performance across region,The Database has been degraded performance across region for the past few hours. OS: Chrome OS. Please help.,Incident,Database,Incident,Medium,Medium,Closed,Network Engineering,Chrome OS,Freed disk space and set alerts. Verified with user that issue is fixed.,2025-08-13,"1. Open Database
2. Attempt normal operation
3. Observe: degraded performance across region"
ITS-00304,Ethernet proxy authentication error,My Ethernet is proxy authentication error. I've been experiencing this since this morning. Environment: macOS 14.,Network,Ethernet,Bug,High,High,Resolved,Security,macOS 14,Added firewall rule exception. Verified with user that issue is fixed.,2025-11-23,"1. Open Ethernet
2. Attempt normal operation
3. Observe: proxy authentication error"
ITS-00305,Ethernet problem: VPN connection drops,"Hi, I need help. Ethernet keeps VPN connection drops. Started yesterday. I'm on Windows 11.",Network,Ethernet,Bug,Medium,Medium,Resolved,DevOps,Windows 11,Updated WiFi driver. Verified with user that issue is fixed.,2025-12-04,"1. Open Ethernet
2. Attempt normal operation
3. Observe: VPN connection drops"
ITS-00306,[Account] SSO - email forwarding setup,Urgent: SSO - email forwarding setup. Multiple users reporting similar issues. Environment is Windows 10.,Account,SSO,Service Request,Medium,Medium,Resolved,DevOps,Windows 10,Reset password and synced. Verified with user that issue is fixed.,2025-01-13,"1. Open SSO
2. Attempt normal operation
3. Observe: email forwarding setup"
ITS-00307,Desktop problem: blue screen of death,Issue with Desktop: blue screen of death. This is affecting my work. Running on Windows 11.,Hardware,Desktop,Bug,Medium,Medium,Resolved,Help Desk,Windows 11,Updated device drivers. Verified with user that issue is fixed.,2025-11-06,"1. Open Desktop
2. Attempt normal operation
3. Observe: blue screen of death"
ITS-00308,[Network] Firewall - VPN connection drops,Issue with Firewall: VPN connection drops. This is affecting my work. Running on Ubuntu 22.04.,Network,Firewall,Bug,Low,Low,In Progress,Network Engineering,Ubuntu 22.04,,2025-01-05,"1. Open Firewall
2. Attempt normal operation
3. Observe: VPN connection drops"
ITS-00309,[Account] SSO - email forwarding setup,Issue with SSO: email forwarding setup. This is affecting my work. Running on Chrome OS.,Account,SSO,Question,Medium,Medium,Closed,Security,Chrome OS,Re-enrolled MFA device. Verified with user that issue is fixed.,2025-11-07,"1. Open SSO
2. Attempt normal operation
3. Observe: email forwarding setup"
ITS-00310,WiFi problem: IP conflict,"Hi, I need help. WiFi keeps IP conflict. Started yesterday. I'm on Chrome OS.",Network,WiFi,Question,High,High,Closed,Security,Chrome OS,Reset network adapter. Verified with user that issue is fixed.,2025-06-19,"1. Open WiFi
2. Attempt normal operation
3. Observe: IP conflict"
ITS-00311,Windows plugin not working,Issue with Windows: plugin not working. This is affecting my work. Running on macOS 14.,Software,Windows,Question,Medium,Medium,Open,Security,macOS 14,,2025-05-02,"1. Open Windows
2. Attempt normal operation
3. Observe: plugin not working"
ITS-00312,WiFi problem: cannot connect to WiFi,Issue with WiFi: cannot connect to WiFi. This is affecting my work. Running on Ubuntu 22.04.,Network,WiFi,Bug,Low,Low,Resolved,IT Operations,Ubuntu 22.04,Replaced network cable. Verified with user that issue is fixed.,2025-08-27,"1. Open WiFi
2. Attempt normal operation
3. Observe: cannot connect to WiFi"
ITS-00313,[Hardware] Keyboard - not turning on,My Keyboard is not turning on. I've been experiencing this since this morning. Environment: macOS 14.,Hardware,Keyboard,Service Request,High,High,In Progress,DevOps,macOS 14,,2025-10-08,"1. Open Keyboard
2. Attempt normal operation
3. Observe: not turning on"
ITS-00314,[Account] Email - group membership change needed,"Hi, I need help. Email keeps group membership change needed. Started yesterday. I'm on Windows 10.",Account,Email,Bug,Medium,Medium,Closed,Network Engineering,Windows 10,Granted appropriate permissions. Verified with user that issue is fixed.,2025-05-23,"1. Open Email
2. Attempt normal operation
3. Observe: group membership change needed"
ITS-00315,Proxy VPN connection drops,Issue with Proxy: VPN connection drops. This is affecting my work. Running on Windows 11.,Network,Proxy,Question,Low,Low,In Progress,Network Engineering,Windows 11,,2025-02-28,"1. Open Proxy
2. Attempt normal operation
3. Observe: VPN connection drops"
ITS-00316,DNS problem: IP conflict,My DNS is IP conflict. I've been experiencing this since this morning. Environment: Chrome OS.,Network,DNS,Service Request,Medium,Medium,Open,Help Desk,Chrome OS,,2025-06-09,"1. Open DNS
2. Attempt normal operation
3. Observe: IP conflict"
ITS-00317,[Software] Windows - not responding,"Hi, I need help. Windows keeps not responding. Started yesterday. I'm on Ubuntu 22.04.",Software,Windows,Service Request,Medium,Medium,In Progress,IT Operations,Ubuntu 22.04,,2025-05-16,"1. Open Windows
2. Attempt normal operation
3. Observe: not responding"
ITS-00318,Proxy problem: intermittent disconnections,Issue with Proxy: intermittent disconnections. This is affecting my work. Running on Chrome OS.,Network,Proxy,Question,Medium,Medium,Resolved,Help Desk,Chrome OS,Assigned static IP. Verified with user that issue is fixed.,2025-05-03,"1. Open Proxy
2. Attempt normal operation
3. Observe: intermittent disconnections"
ITS-00319,DNS problem: VPN connection drops,Issue with DNS: VPN connection drops. This is affecting my work. Running on Chrome OS.,Network,DNS,Bug,Medium,Medium,Closed,Help Desk,Chrome OS,Assigned static IP. Verified with user that issue is fixed.,2025-06-14,"1. Open DNS
2. Attempt normal operation
3. Observe: VPN connection drops"
ITS-00320,Firewall intermittent disconnections,My Firewall is intermittent disconnections. I've been experiencing this since this morning. Environment: macOS 14.,Network,Firewall,Question,Medium,Medium,Closed,DevOps,macOS 14,Added firewall rule exception. Verified with user that issue is fixed.,2025-09-02,"1. Open Firewall
2. Attempt normal operation
3. Observe: intermittent disconnections"
ITS-00321,API Gateway unauthorized access attempt detected,Issue with API Gateway: unauthorized access attempt detected. This is affecting my work. Running on Ubuntu 22.04.,Incident,API Gateway,Incident,High,High,Resolved,Network Engineering,Ubuntu 22.04,Renewed SSL certificate and redeployed. Verified with user that issue is fixed.,2025-06-16,"1. Open API Gateway
2. Attempt normal operation
3. Observe: unauthorized access attempt detected"
ITS-00322,WiFi cannot reach specific websites,Issue with WiFi: cannot reach specific websites. This is affecting my work. Running on Ubuntu 22.04.,Network,WiFi,Bug,Low,Low,Resolved,Help Desk,Ubuntu 22.04,Updated WiFi driver. Verified with user that issue is fixed.,2025-10-08,"1. Open WiFi
2. Attempt normal operation
3. Observe: cannot reach specific websites"
ITS-00323,Outlook problem: update failed,The Outlook has been update failed for the past few hours. OS: Windows 11. Please help.,Software,Outlook,Service Request,Low,Low,Resolved,Security,Windows 11,Reinstalled application. Verified with user that issue is fixed.,2025-11-04,"1. Open Outlook
2. Attempt normal operation
3. Observe: update failed"
ITS-00324,[Network] Proxy - VPN connection drops,Urgent: Proxy - VPN connection drops. Multiple users reporting similar issues. Environment is Windows 11.,Network,Proxy,Question,Low,Low,Open,IT Operations,Windows 11,,2025-09-14,"1. Open Proxy
2. Attempt normal operation
3. Observe: VPN connection drops"
ITS-00325,[Software] Office 365 - not syncing properly,Urgent: Office 365 - not syncing properly. Multiple users reporting similar issues. Environment is Ubuntu 22.04.,Software,Office 365,Bug,Low,Low,Resolved,IT Operations,Ubuntu 22.04,Renewed license through admin portal. Verified with user that issue is fixed.,2025-05-09,"1. Open Office 365
2. Attempt normal operation
3. Observe: not syncing properly"
ITS-00326,SSO group membership change needed,The SSO has been group membership change needed for the past few hours. OS: Windows 10. Please help.,Account,SSO,Bug,Medium,Medium,Closed,Security,Windows 10,Reset password and synced. Verified with user that issue is fixed.,2025-10-15,"1. Open SSO
2. Attempt normal operation
3. Observe: group membership change needed"
ITS-00327,[Hardware] Monitor - no display output,The Monitor has been no display output for the past few hours. OS: Ubuntu 22.04. Please help.,Hardware,Monitor,Question,High,High,Resolved,IT Operations,Ubuntu 22.04,Replaced battery. Verified with user that issue is fixed.,2025-07-02,"1. Open Monitor
2. Attempt normal operation
3. Observe: no display output"
ITS-00328,Windows license expired,The Windows has been license expired for the past few hours. OS: Windows 11. Please help.,Software,Windows,Question,Medium,Medium,Resolved,IT Operations,Windows 11,Reset user profile. Verified with user that issue is fixed.,2025-02-09,"1. Open Windows
2. Attempt normal operation
3. Observe: license expired"
ITS-00329,Web App service outage affecting all users,Issue with Web App: service outage affecting all users. This is affecting my work. Running on Chrome OS.,Incident,Web App,Incident,Low,Low,Open,Network Engineering,Chrome OS,,2025-02-01,"1. Open Web App
2. Attempt normal operation
3. Observe: service outage affecting all users"
ITS-00330,Outlook problem: update failed,The Outlook has been update failed for the past few hours. OS: Ubuntu 22.04. Please help.,Software,Outlook,Question,Medium,Medium,In Progress,Network Engineering,Ubuntu 22.04,,2025-12-16,"1. Open Outlook
2. Attempt normal operation
3. Observe: update failed"
ITS-00331,SAP problem: not syncing properly,Issue with SAP: not syncing properly. This is affecting my work. Running on macOS 14.,Software,SAP,Bug,Critical,Critical,Closed,DevOps,macOS 14,Configured firewall exceptions. Verified with user that issue is fixed.,2025-06-03,"1. Open SAP
2. Attempt normal operation
3. Observe: not syncing properly"
ITS-00332,[Software] Teams - not responding,Urgent: Teams - not responding. Multiple users reporting similar issues. Environment is Chrome OS.,Software,Teams,Service Request,High,High,Closed,DevOps,Chrome OS,Configured firewall exceptions. Verified with user that issue is fixed.,2025-12-10,"1. Open Teams
2. Attempt normal operation
3. Observe: not responding"
ITS-00333,[Incident] API Gateway - data sync failure between systems,"Hi, I need help. API Gateway keeps data sync failure between systems. Started yesterday. I'm on macOS 14.",Incident,API Gateway,Incident,High,High,Resolved,Help Desk,macOS 14,Renewed SSL certificate and redeployed. Verified with user that issue is fixed.,2025-02-01,"1. Open API Gateway
2. Attempt normal operation
3. Observe: data sync failure between systems"
ITS-00334,Web App unauthorized access attempt detected,Issue with Web App: unauthorized access attempt detected. This is affecting my work. Running on Chrome OS.,Incident,Web App,Incident,Medium,Medium,Open,Network Engineering,Chrome OS,,2025-10-15,"1. Open Web App
2. Attempt normal operation
3. Observe: unauthorized access attempt detected"
ITS-00335,VPN cannot access internal resources,My VPN is cannot access internal resources. I've been experiencing this since this morning. Environment: Ubuntu 22.04.,Network,VPN,Bug,Critical,Critical,Closed,Help Desk,Ubuntu 22.04,Flushed DNS cache. Verified with user that issue is fixed.,2025-10-03,"1. Open VPN
2. Attempt normal operation
3. Observe: cannot access internal resources"
ITS-00336,[Account] SSO - group membership change needed,Urgent: SSO - group membership change needed. Multiple users reporting similar issues. Environment is Ubuntu 22.04.,Account,SSO,Service Request,High,High,Resolved,IT Operations,Ubuntu 22.04,Granted appropriate permissions. Verified with user that issue is fixed.,2025-03-04,"1. Open SSO
2. Attempt normal operation
3. Observe: group membership change needed"
ITS-00337,Database problem: data sync failure between systems,Issue with Database: data sync failure between systems. This is affecting my work. Running on Windows 10.,Incident,Database,Incident,High,High,In Progress,IT Operations,Windows 10,,2025-05-12,"1. Open Database
2. Attempt normal operation
3. Observe: data sync failure between systems"
ITS-00338,[Hardware] Keyboard - not turning on,Issue with Keyboard: not turning on. This is affecting my work. Running on Ubuntu 22.04.,Hardware,Keyboard,Question,Medium,Medium,Resolved,IT Operations,Ubuntu 22.04,Updated BIOS firmware. Verified with user that issue is fixed.,2025-02-08,"1. Open Keyboard
2. Attempt normal operation
3. Observe: not turning on"
ITS-00339,[Account] MFA - cannot access shared mailbox,"Hi, I need help. MFA keeps cannot access shared mailbox. Started yesterday. I'm on Windows 11.",Account,MFA,Service Request,Low,Low,In Progress,Security,Windows 11,,2025-03-02,"1. Open MFA
2. Attempt normal operation
3. Observe: cannot access shared mailbox"
ITS-00340,[Incident] Email Server - memory exhaustion on app server,Issue with Email Server: memory exhaustion on app server. This is affecting my work. Running on Windows 11.,Incident,Email Server,Incident,High,High,Resolved,Security,Windows 11,Applied emergency patch. Verified with user that issue is fixed.,2025-05-08,"1. Open Email Server
2. Attempt normal operation
3. Observe: memory exhaustion on app server"
ITS-00341,Monitor problem: keyboard keys stuck,Urgent: Monitor - keyboard keys stuck. Multiple users reporting similar issues. Environment is Windows 10.,Hardware,Monitor,Service Request,Low,Low,Open,IT Operations,Windows 10,,2025-07-25,"1. Open Monitor
2. Attempt normal operation
3. Observe: keyboard keys stuck"
ITS-00342,[Software] SAP - plugin not working,"Hi, I need help. SAP keeps plugin not working. Started yesterday. I'm on macOS 14.",Software,SAP,Bug,High,High,Open,Help Desk,macOS 14,,2025-09-06,"1. Open SAP
2. Attempt normal operation
3. Observe: plugin not working"
ITS-00343,VPN problem: network drive not mapping,My VPN is network drive not mapping. I've been experiencing this since this morning. Environment: Ubuntu 22.04.,Network,VPN,Service Request,Low,Low,Open,DevOps,Ubuntu 22.04,,2025-04-22,"1. Open VPN
2. Attempt normal operation
3. Observe: network drive not mapping"
ITS-00344,WiFi intermittent disconnections,"Hi, I need help. WiFi keeps intermittent disconnections. Started yesterday. I'm on Windows 11.",Network,WiFi,Question,Medium,Medium,Resolved,Network Engineering,Windows 11,Assigned static IP. Verified with user that issue is fixed.,2025-02-08,"1. Open WiFi
2. Attempt normal operation
3. Observe: intermittent disconnections"
ITS-00345,[Account] Password - email forwarding setup,The Password has been email forwarding setup for the past few hours. OS: Windows 10. Please help.,Account,Password,Question,Medium,Medium,Open,IT Operations,Windows 10,,2025-07-08,"1. Open Password
2. Attempt normal operation
3. Observe: email forwarding setup"
ITS-00346,Web App backup job failed overnight,My Web App is backup job failed overnight. I've been experiencing this since this morning. Environment: macOS 14.,Incident,Web App,Incident,Medium,Medium,In Progress,IT Operations,macOS 14,,2025-11-16,"1. Open Web App
2. Attempt normal operation
3. Observe: backup job failed overnight"
ITS-00347,Office 365 problem: update failed,"Hi, I need help. Office 365 keeps update failed. Started yesterday. I'm on Windows 10.",Software,Office 365,Service Request,Medium,Medium,Closed,Network Engineering,Windows 10,Renewed license through admin portal. Verified with user that issue is fixed.,2025-05-26,"1. Open Office 365
2. Attempt normal operation
3. Observe: update failed"
ITS-00348,Password SSO login loop,Issue with Password: SSO login loop. This is affecting my work. Running on Ubuntu 22.04.,Account,Password,Service Request,Medium,Medium,Open,Network Engineering,Ubuntu 22.04,,2025-05-14,"1. Open Password
2. Attempt normal operation
3. Observe: SSO login loop"
ITS-00349,[Incident] Web App - disk space critical on production server,My Web App is disk space critical on production server. I've been experiencing this since this morning. Environment: Chrome OS.,Incident,Web App,Incident,Medium,Medium,Open,Security,Chrome OS,,2025-06-17,"1. Open Web App
2. Attempt normal operation
3. Observe: disk space critical on production server"
ITS-00350,Docking Station problem: blue screen of death,Urgent: Docking Station - blue screen of death. Multiple users reporting similar issues. Environment is macOS 14.,Hardware,Docking Station,Service Request,Medium,Medium,Resolved,Help Desk,macOS 14,Replaced faulty component. Verified with user that issue is fixed.,2025-08-06,"1. Open Docking Station
2. Attempt normal operation
3. Observe: blue screen of death"
ITS-00351,[Hardware] Keyboard - screen flickering,"Hi, I need help. Keyboard keeps screen flickering. Started yesterday. I'm on Chrome OS.",Hardware,Keyboard,Question,Low,Low,Open,Security,Chrome OS,,2025-01-14,"1. Open Keyboard
2. Attempt normal operation
3. Observe: screen flickering"
ITS-00352,WiFi cannot connect to WiFi,The WiFi has been cannot connect to WiFi for the past few hours. OS: Ubuntu 22.04. Please help.,Network,WiFi,Bug,Low,Low,In Progress,Security,Ubuntu 22.04,,2025-12-01,"1. Open WiFi
2. Attempt normal operation
3. Observe: cannot connect to WiFi"
ITS-00353,WiFi problem: cannot reach specific websites,Urgent: WiFi - cannot reach specific websites. Multiple users reporting similar issues. Environment is Windows 11.,Network,WiFi,Bug,Low,Low,Resolved,Help Desk,Windows 11,Reconfigured proxy settings. Verified with user that issue is fixed.,2025-05-25,"1. Open WiFi
2. Attempt normal operation
3. Observe: cannot reach specific websites"
ITS-00354,Keyboard cracked screen,My Keyboard is cracked screen. I've been experiencing this since this morning. Environment: macOS 14.,Hardware,Keyboard,Service Request,Low,Low,Resolved,Security,macOS 14,Updated BIOS firmware. Verified with user that issue is fixed.,2025-12-02,"1. Open Keyboard
2. Attempt normal operation
3. Observe: cracked screen"
ITS-00355,Database problem: unauthorized access attempt detected,"Hi, I need help. Database keeps unauthorized access attempt detected. Started yesterday. I'm on Windows 11.",Incident,Database,Incident,Medium,Medium,In Progress,Security,Windows 11,,2025-11-17,"1. Open Database
2. Attempt normal operation
3. Observe: unauthorized access attempt detected"
ITS-00356,SAP problem: not responding,Issue with SAP: not responding. This is affecting my work. Running on Chrome OS.,Software,SAP,Question,Low,Low,Open,Network Engineering,Chrome OS,,2025-12-24,"1. Open SAP
2. Attempt normal operation
3. Observe: not responding"
ITS-00357,Load Balancer disk space critical on production server,"Hi, I need help. Load Balancer keeps disk space critical on production server. Started yesterday. I'm on Chrome OS.",Incident,Load Balancer,Incident,Low,Low,In Progress,DevOps,Chrome OS,,2025-09-02,"1. Open Load Balancer
2. Attempt normal operation
3. Observe: disk space critical on production server"
ITS-00358,[Hardware] Docking Station - overheating,The Docking Station has been overheating for the past few hours. OS: Chrome OS. Please help.,Hardware,Docking Station,Question,Medium,Medium,Resolved,IT Operations,Chrome OS,Updated BIOS firmware. Verified with user that issue is fixed.,2025-12-21,"1. Open Docking Station
2. Attempt normal operation
3. Observe: overheating"
ITS-00359,Desktop problem: not turning on,Issue with Desktop: not turning on. This is affecting my work. Running on Windows 10.,Hardware,Desktop,Service Request,High,High,Open,Help Desk,Windows 10,,2025-05-25,"1. Open Desktop
2. Attempt normal operation
3. Observe: not turning on"
ITS-00360,Password SSO login loop,Issue with Password: SSO login loop. This is affecting my work. Running on macOS 14.,Account,Password,Bug,Medium,Medium,In Progress,IT Operations,macOS 14,,2025-11-07,"1. Open Password
2. Attempt normal operation
3. Observe: SSO login loop"
ITS-00361,Web App problem: failover did not trigger,Urgent: Web App - failover did not trigger. Multiple users reporting similar issues. Environment is Chrome OS.,Incident,Web App,Incident,Low,Low,Open,Network Engineering,Chrome OS,,2025-07-17,"1. Open Web App
2. Attempt normal operation
3. Observe: failover did not trigger"
ITS-00362,Teams problem: update failed,My Teams is update failed. I've been experiencing this since this morning. Environment: Chrome OS.,Software,Teams,Bug,Medium,Medium,Resolved,DevOps,Chrome OS,Configured firewall exceptions. Verified with user that issue is fixed.,2025-02-14,"1. Open Teams
2. Attempt normal operation
3. Observe: update failed"
ITS-00363,[Software] Antivirus - update failed,The Antivirus has been update failed for the past few hours. OS: Windows 10. Please help.,Software,Antivirus,Service Request,Medium,Medium,In Progress,DevOps,Windows 10,,2025-02-01,"1. Open Antivirus
2. Attempt normal operation
3. Observe: update failed"
ITS-00364,Monitor slow performance,The Monitor has been slow performance for the past few hours. OS: Ubuntu 22.04. Please help.,Hardware,Monitor,Bug,Critical,Critical,In Progress,DevOps,Ubuntu 22.04,,2025-02-11,"1. Open Monitor
2. Attempt normal operation
3. Observe: slow performance"
ITS-00365,Teams problem: error code 0x80070005,My Teams is error code 0x80070005. I've been experiencing this since this morning. Environment: Windows 10.,Software,Teams,Bug,Critical,Critical,Closed,Security,Windows 10,Reinstalled application. Verified with user that issue is fixed.,2025-09-27,"1. Open Teams
2. Attempt normal operation
3. Observe: error code 0x80070005"
ITS-00366,[Account] Password - account deactivation request,Urgent: Password - account deactivation request. Multiple users reporting similar issues. Environment is Windows 10.,Account,Password,Bug,Low,Low,Closed,DevOps,Windows 10,Granted appropriate permissions. Verified with user that issue is fixed.,2025-08-26,"1. Open Password
2. Attempt normal operation
3. Observe: account deactivation request"
ITS-00367,Email Server disk space critical on production server,"Hi, I need help. Email Server keeps disk space critical on production server. Started yesterday. I'm on Chrome OS.",Incident,Email Server,Incident,Low,Low,In Progress,DevOps,Chrome OS,,2025-04-11,"1. Open Email Server
2. Attempt normal operation
3. Observe: disk space critical on production server"
ITS-00368,Mouse not connecting to docking station,The Mouse has been not connecting to docking station for the past few hours. OS: Windows 10. Please help.,Hardware,Mouse,Bug,Low,Low,Closed,DevOps,Windows 10,Cleaned internal fans. Verified with user that issue is fixed.,2025-08-12,"1. Open Mouse
2. Attempt normal operation
3. Observe: not connecting to docking station"
ITS-00369,Web App failover did not trigger,Urgent: Web App - failover did not trigger. Multiple users reporting similar issues. Environment is Ubuntu 22.04.,Incident,Web App,Incident,High,High,In Progress,DevOps,Ubuntu 22.04,,2025-06-05,"1. Open Web App
2. Attempt normal operation
3. Observe: failover did not trigger"
ITS-00370,VPN problem: slow internet speed,The VPN has been slow internet speed for the past few hours. OS: Windows 11. Please help.,Network,VPN,Question,Medium,Medium,In Progress,IT Operations,Windows 11,,2025-09-10,"1. Open VPN
2. Attempt normal operation
3. Observe: slow internet speed"
