ticket_id,title,title_clean,description,description_clean,category,component,issue_type,severity,status,resolution,resolution_clean,error_codes,quality_score,embedding_text,source,unified_id
ITS-00418,DNS proxy authentication error,DNS proxy authentication error,Issue with DNS: proxy authentication error. This is affecting my work. Running on Windows 10.,Issue with DNS: proxy authentication error. This is affecting my work. Running on Windows 10.,Network,DNS,Service Request,Low,Resolved,Reset network adapter. Verified with user that issue is fixed.,Reset network adapter. Verified with user that issue is fixed.,[],1.0,"Title: DNS proxy authentication error
Description: Issue with DNS: proxy authentication error. This is affecting my work. Running on Windows 10.
Category: Network
Component: DNS
Severity: Low",synthetic,U-000417
ITS-00419,SSO account deactivation request,SSO account deactivation request,Issue with SSO: account deactivation request. This is affecting my work. Running on Ubuntu 22.04.,Issue with SSO: account deactivation request. This is affecting my work. Running on Ubuntu 22.04.,Account,SSO,Question,Low,Open,,,[],1.0,"Title: SSO account deactivation request
Description: Issue with SSO: account deactivation request. This is affecting my work. Running on Ubuntu 22.04.
Category: Account
Component: SSO
Severity: Low",synthetic,U-000418
ITS-00420,Antivirus slow loading,Antivirus slow loading,"Hi, I need help. Antivirus keeps slow loading. Started yesterday. I'm on Chrome OS.","Hi, I need help. Antivirus keeps slow loading. Started yesterday. I'm on Chrome OS.",Software,Antivirus,Service Request,Medium,Closed,Reinstalled application. Verified with user that issue is fixed.,Reinstalled application. Verified with user that issue is fixed.,[],1.0,"Title: Antivirus slow loading
Description: Hi, I need help. Antivirus keeps slow loading. Started yesterday. I'm on Chrome OS.
Category: Software
Component: Antivirus
Severity: Medium",synthetic,U-000419
ITS-00421,SAP problem: not syncing properly,SAP problem: not syncing properly,The SAP has been not syncing properly for the past few hours. OS: Windows 11. Please help.,The SAP has been not syncing properly for the past few hours. OS: Windows 11. Please help.,Software,SAP,Bug,Low,Open,,,[],1.0,"Title: SAP problem: not syncing properly
Description: The SAP has been not syncing properly for the past few hours. OS: Windows 11. Please help.
Category: Software
Component: SAP
Severity: Low",synthetic,U-000420
ITS-00422,Mouse battery not charging,Mouse battery not charging,Urgent: Mouse - battery not charging. Multiple users reporting similar issues. Environment is macOS 14.,Urgent: Mouse - battery not charging. Multiple users reporting similar issues. Environment is macOS 14.,Hardware,Mouse,Service Request,Medium,Open,,,[],1.0,"Title: Mouse battery not charging
Description: Urgent: Mouse - battery not charging. Multiple users reporting similar issues. Environment is macOS 14.
Category: Hardware
Component: Mouse
Severity: Medium",synthetic,U-000421
ITS-00423,Email Server unauthorized access attempt detected,Email Server unauthorized access attempt detected,Urgent: Email Server - unauthorized access attempt detected. Multiple users reporting similar issues. Environment is Ubuntu 22.04.,Urgent: Email Server - unauthorized access attempt detected. Multiple users reporting similar issues. Environment is Ubuntu 22.04.,Incident,Email Server,Incident,Low,Open,,,[],1.0,"Title: Email Server unauthorized access attempt detected
Description: Urgent: Email Server - unauthorized access attempt detected. Multiple users reporting similar issues. Environment is Ubuntu 22.04.
Category: Incident
Component: Email Server
Severity: Low",synthetic,U-000422
ITS-00424,Active Directory permission denied,Active Directory permission denied,The Active Directory has been permission denied for the past few hours. OS: Chrome OS. Please help.,The Active Directory has been permission denied for the past few hours. OS: Chrome OS. Please help.,Account,Active Directory,Question,Low,Open,,,[],1.0,"Title: Active Directory permission denied
Description: The Active Directory has been permission denied for the past few hours. OS: Chrome OS. Please help.
Category: Account
Component: Active Directory
Severity: Low",synthetic,U-000423
ITS-00425,Keyboard problem: USB ports not working,Keyboard problem: USB ports not working,"Hi, I need help. Keyboard keeps USB ports not working. Started yesterday. I'm on Windows 11.","Hi, I need help. Keyboard keeps USB ports not working. Started yesterday. I'm on Windows 11.",Hardware,Keyboard,Question,High,Closed,Reseated RAM modules. Verified with user that issue is fixed.,Reseated RAM modules. Verified with user that issue is fixed.,[],1.0,"Title: Keyboard problem: USB ports not working
Description: Hi, I need help. Keyboard keeps USB ports not working. Started yesterday. I'm on Windows 11.
Category: Hardware
Component: Keyboard
Severity: High",synthetic,U-000424
ITS-00426,Laptop problem: cracked screen,Laptop problem: cracked screen,Issue with Laptop: cracked screen. This is affecting my work. Running on macOS 14.,Issue with Laptop: cracked screen. This is affecting my work. Running on macOS 14.,Hardware,Laptop,Service Request,Medium,Resolved,Cleaned internal fans. Verified with user that issue is fixed.,Cleaned internal fans. Verified with user that issue is fixed.,[],1.0,"Title: Laptop problem: cracked screen
Description: Issue with Laptop: cracked screen. This is affecting my work. Running on macOS 14.
Category: Hardware
Component: Laptop
Severity: Medium",synthetic,U-000425
ITS-00427,Printer fan making loud noise,Printer fan making loud noise,"Hi, I need help. Printer keeps fan making loud noise. Started yesterday. I'm on Ubuntu 22.04.","Hi, I need help. Printer keeps fan making loud noise. Started yesterday. I'm on Ubuntu 22.04.",Hardware,Printer,Service Request,High,In Progress,,,[],1.0,"Title: Printer fan making loud noise
Description: Hi, I need help. Printer keeps fan making loud noise. Started yesterday. I'm on Ubuntu 22.04.
Category: Hardware
Component: Printer
Severity: High",synthetic,U-000426
ITS-00428,DNS intermittent disconnections,DNS intermittent disconnections,The DNS has been intermittent disconnections for the past few hours. OS: Ubuntu 22.04. Please help.,The DNS has been intermittent disconnections for the past few hours. OS: Ubuntu 22.04. Please help.,Network,DNS,Bug,Low,Open,,,[],1.0,"Title: DNS intermittent disconnections
Description: The DNS has been intermittent disconnections for the past few hours. OS: Ubuntu 22.04. Please help.
Category: Network
Component: DNS
Severity: Low",synthetic,U-000427
ITS-00429,[Hardware] Docking Station - freezing randomly,[Hardware] Docking Station - freezing randomly,My Docking Station is freezing randomly. I've been experiencing this since this morning. Environment: Chrome OS.,My Docking Station is freezing randomly. I've been experiencing this since this morning. Environment: Chrome OS.,Hardware,Docking Station,Service Request,Critical,Open,,,[],1.0,"Title: [Hardware] Docking Station - freezing randomly
Description: My Docking Station is freezing randomly. I've been experiencing this since this morning. Environment: Chrome OS.
Category: Hardware
Component: Docking Station
Severity: Critical",synthetic,U-000428
ITS-00430,Teams problem: slow loading,Teams problem: slow loading,Urgent: Teams - slow loading. Multiple users reporting similar issues. Environment is Windows 11.,Urgent: Teams - slow loading. Multiple users reporting similar issues. Environment is Windows 11.,Software,Teams,Question,High,Resolved,Applied latest patch. Verified with user that issue is fixed.,Applied latest patch. Verified with user that issue is fixed.,[],1.0,"Title: Teams problem: slow loading
Description: Urgent: Teams - slow loading. Multiple users reporting similar issues. Environment is Windows 11.
Category: Software
Component: Teams
Severity: High",synthetic,U-000429
ITS-00431,SAP problem: error code 0x80070005,SAP problem: error code [HEX],"Hi, I need help. SAP keeps error code 0x80070005. Started yesterday. I'm on Windows 10.","Hi, I need help. SAP keeps error code [HEX]. Started yesterday. I'm on Windows 10.",Software,SAP,Bug,Critical,In Progress,,,"[""0x80070005"", ""0""]",1.0,"Title: SAP problem: error code [HEX]
Description: Hi, I need help. SAP keeps error code [HEX]. Started yesterday. I'm on Windows 10.
Category: Software
Component: SAP
Severity: Critical",synthetic,U-000430
ITS-00432,VPN problem: memory leak causing slowdown,VPN problem: memory leak causing slowdown,"Hi, I need help. VPN keeps memory leak causing slowdown. Started yesterday. I'm on Windows 11.","Hi, I need help. VPN keeps memory leak causing slowdown. Started yesterday. I'm on Windows 11.",Software,VPN,Bug,Medium,In Progress,,,[],1.0,"Title: VPN problem: memory leak causing slowdown
Description: Hi, I need help. VPN keeps memory leak causing slowdown. Started yesterday. I'm on Windows 11.
Category: Software
Component: VPN
Severity: Medium",synthetic,U-000431
ITS-00433,[Software] VPN - missing features after update,[Software] VPN - missing features after update,Issue with VPN: missing features after update. This is affecting my work. Running on Chrome OS.,Issue with VPN: missing features after update. This is affecting my work. Running on Chrome OS.,Software,VPN,Service Request,Medium,Resolved,Reset user profile. Verified with user that issue is fixed.,Reset user profile. Verified with user that issue is fixed.,[],1.0,"Title: [Software] VPN - missing features after update
Description: Issue with VPN: missing features after update. This is affecting my work. Running on Chrome OS.
Category: Software
Component: VPN
Severity: Medium",synthetic,U-000432
ITS-00434,SSO problem: group membership change needed,SSO problem: group membership change needed,The SSO has been group membership change needed for the past few hours. OS: Chrome OS. Please help.,The SSO has been group membership change needed for the past few hours. OS: Chrome OS. Please help.,Account,SSO,Bug,Medium,Resolved,Updated group memberships. Verified with user that issue is fixed.,Updated group memberships. Verified with user that issue is fixed.,[],1.0,"Title: SSO problem: group membership change needed
Description: The SSO has been group membership change needed for the past few hours. OS: Chrome OS. Please help.
Category: Account
Component: SSO
Severity: Medium",synthetic,U-000433
ITS-00435,Password group membership change needed,Password group membership change needed,Urgent: Password - group membership change needed. Multiple users reporting similar issues. Environment is Windows 11.,Urgent: Password - group membership change needed. Multiple users reporting similar issues. Environment is Windows 11.,Account,Password,Question,Low,Resolved,Granted appropriate permissions. Verified with user that issue is fixed.,Granted appropriate permissions. Verified with user that issue is fixed.,[],1.0,"Title: Password group membership change needed
Description: Urgent: Password - group membership change needed. Multiple users reporting similar issues. Environment is Windows 11.
Category: Account
Component: Password
Severity: Low",synthetic,U-000434
ITS-00436,MFA problem: SSO login loop,MFA problem: SSO login loop,Issue with MFA: SSO login loop. This is affecting my work. Running on Windows 10.,Issue with MFA: SSO login loop. This is affecting my work. Running on Windows 10.,Account,MFA,Service Request,Low,Open,,,[],1.0,"Title: MFA problem: SSO login loop
Description: Issue with MFA: SSO login loop. This is affecting my work. Running on Windows 10.
Category: Account
Component: MFA
Severity: Low",synthetic,U-000435
ITS-00437,MFA problem: permission denied,MFA problem: permission denied,Urgent: MFA - permission denied. Multiple users reporting similar issues. Environment is Chrome OS.,Urgent: MFA - permission denied. Multiple users reporting similar issues. Environment is Chrome OS.,Account,MFA,Question,Medium,Closed,Reset password and synced. Verified with user that issue is fixed.,Reset password and synced. Verified with user that issue is fixed.,[],1.0,"Title: MFA problem: permission denied
Description: Urgent: MFA - permission denied. Multiple users reporting similar issues. Environment is Chrome OS.
Category: Account
Component: MFA
Severity: Medium",synthetic,U-000436
ITS-00438,SSO problem: permission denied,SSO problem: permission denied,My SSO is permission denied. I've been experiencing this since this morning. Environment: Ubuntu 22.04.,My SSO is permission denied. I've been experiencing this since this morning. Environment: Ubuntu 22.04.,Account,SSO,Service Request,Medium,Closed,Unlocked account in AD. Verified with user that issue is fixed.,Unlocked account in AD. Verified with user that issue is fixed.,[],1.0,"Title: SSO problem: permission denied
Description: My SSO is permission denied. I've been experiencing this since this morning. Environment: Ubuntu 22.04.
Category: Account
Component: SSO
Severity: Medium",synthetic,U-000437
ITS-00439,Laptop not turning on,Laptop not turning on,My Laptop is not turning on. I've been experiencing this since this morning. Environment: Windows 11.,My Laptop is not turning on. I've been experiencing this since this morning. Environment: Windows 11.,Hardware,Laptop,Question,Medium,Open,,,[],1.0,"Title: Laptop not turning on
Description: My Laptop is not turning on. I've been experiencing this since this morning. Environment: Windows 11.
Category: Hardware
Component: Laptop
Severity: Medium",synthetic,U-000438
ITS-00440,Proxy intermittent disconnections,Proxy intermittent disconnections,"Hi, I need help. Proxy keeps intermittent disconnections. Started yesterday. I'm on Windows 11.","Hi, I need help. Proxy keeps intermittent disconnections. Started yesterday. I'm on Windows 11.",Network,Proxy,Question,Medium,In Progress,,,[],1.0,"Title: Proxy intermittent disconnections
Description: Hi, I need help. Proxy keeps intermittent disconnections. Started yesterday. I'm on Windows 11.
Category: Network
Component: Proxy
Severity: Medium",synthetic,U-000439
ITS-00441,Email Server disk space critical on production server,Email Server disk space critical on production server,The Email Server has been disk space critical on production server for the past few hours. OS: Windows 10. Please help.,The Email Server has been disk space critical on production server for the past few hours. OS: Windows 10. Please help.,Incident,Email Server,Incident,High,In Progress,,,[],1.0,"Title: Email Server disk space critical on production server
Description: The Email Server has been disk space critical on production server for the past few hours. OS: Windows 10. Please help.
Category: Incident
Component: Email Server
Severity: High",synthetic,U-000440
ITS-00442,Docking Station problem: fan making loud noise,Docking Station problem: fan making loud noise,My Docking Station is fan making loud noise. I've been experiencing this since this morning. Environment: Ubuntu 22.04.,My Docking Station is fan making loud noise. I've been experiencing this since this morning. Environment: Ubuntu 22.04.,Hardware,Docking Station,Service Request,Medium,Closed,Replaced faulty component. Verified with user that issue is fixed.,Replaced faulty component. Verified with user that issue is fixed.,[],1.0,"Title: Docking Station problem: fan making loud noise
Description: My Docking Station is fan making loud noise. I've been experiencing this since this morning. Environment: Ubuntu 22.04.
Category: Hardware
Component: Docking Station
Severity: Medium",synthetic,U-000441
ITS-00443,[Software] Office 365 - slow loading,[Software] Office 365 - slow loading,My Office 365 is slow loading. I've been experiencing this since this morning. Environment: Ubuntu 22.04.,My Office 365 is slow loading. I've been experiencing this since this morning. Environment: Ubuntu 22.04.,Software,Office 365,Question,Low,In Progress,,,"[""365""]",1.0,"Title: [Software] Office 365 - slow loading
Description: My Office 365 is slow loading. I've been experiencing this since this morning. Environment: Ubuntu 22.04.
Category: Software
Component: Office 365
Severity: Low",synthetic,U-000442
ITS-00444,Password new hire needs account setup,Password new hire needs account setup,"Hi, I need help. Password keeps new hire needs account setup. Started yesterday. I'm on Ubuntu 22.04.","Hi, I need help. Password keeps new hire needs account setup. Started yesterday. I'm on Ubuntu 22.04.",Account,Password,Question,Medium,Resolved,Updated group memberships. Verified with user that issue is fixed.,Updated group memberships. Verified with user that issue is fixed.,[],1.0,"Title: Password new hire needs account setup
Description: Hi, I need help. Password keeps new hire needs account setup. Started yesterday. I'm on Ubuntu 22.04.
Category: Account
Component: Password
Severity: Medium",synthetic,U-000443
ITS-00445,[Network] Proxy - cannot reach specific websites,[Network] Proxy - cannot reach specific websites,Issue with Proxy: cannot reach specific websites. This is affecting my work. Running on Ubuntu 22.04.,Issue with Proxy: cannot reach specific websites. This is affecting my work. Running on Ubuntu 22.04.,Network,Proxy,Bug,High,In Progress,,,[],1.0,"Title: [Network] Proxy - cannot reach specific websites
Description: Issue with Proxy: cannot reach specific websites. This is affecting my work. Running on Ubuntu 22.04.
Category: Network
Component: Proxy
Severity: High",synthetic,U-000444
ITS-00446,[Network] Firewall - network drive not mapping,[Network] Firewall - network drive not mapping,The Firewall has been network drive not mapping for the past few hours. OS: Windows 11. Please help.,The Firewall has been network drive not mapping for the past few hours. OS: Windows 11. Please help.,Network,Firewall,Bug,Medium,In Progress,,,[],1.0,"Title: [Network] Firewall - network drive not mapping
Description: The Firewall has been network drive not mapping for the past few hours. OS: Windows 11. Please help.
Category: Network
Component: Firewall
Severity: Medium",synthetic,U-000445
ITS-00447,[Hardware] Printer - screen flickering,[Hardware] Printer - screen flickering,"Hi, I need help. Printer keeps screen flickering. Started yesterday. I'm on Ubuntu 22.04.","Hi, I need help. Printer keeps screen flickering. Started yesterday. I'm on Ubuntu 22.04.",Hardware,Printer,Bug,Low,Resolved,Updated BIOS firmware. Verified with user that issue is fixed.,Updated BIOS firmware. Verified with user that issue is fixed.,[],1.0,"Title: [Hardware] Printer - screen flickering
Description: Hi, I need help. Printer keeps screen flickering. Started yesterday. I'm on Ubuntu 22.04.
Category: Hardware
Component: Printer
Severity: Low",synthetic,U-000446
ITS-00448,Mouse problem: fan making loud noise,Mouse problem: fan making loud noise,Issue with Mouse: fan making loud noise. This is affecting my work. Running on macOS 14.,Issue with Mouse: fan making loud noise. This is affecting my work. Running on macOS 14.,Hardware,Mouse,Bug,Low,Resolved,Updated device drivers. Verified with user that issue is fixed.,Updated device drivers. Verified with user that issue is fixed.,[],1.0,"Title: Mouse problem: fan making loud noise
Description: Issue with Mouse: fan making loud noise. This is affecting my work. Running on macOS 14.
Category: Hardware
Component: Mouse
Severity: Low",synthetic,U-000447
ITS-00449,[Hardware] Mouse - not turning on,[Hardware] Mouse - not turning on,My Mouse is not turning on. I've been experiencing this since this morning. Environment: macOS 14.,My Mouse is not turning on. I've been experiencing this since this morning. Environment: macOS 14.,Hardware,Mouse,Bug,High,Open,,,[],1.0,"Title: [Hardware] Mouse - not turning on
Description: My Mouse is not turning on. I've been experiencing this since this morning. Environment: macOS 14.
Category: Hardware
Component: Mouse
Severity: High",synthetic,U-000448
ITS-00450,[Incident] Load Balancer - scheduled maintenance overran window,[Incident] Load Balancer - scheduled maintenance overran window,Urgent: Load Balancer - scheduled maintenance overran window. Multiple users reporting similar issues. Environment is Chrome OS.,Urgent: Load Balancer - scheduled maintenance overran window. Multiple users reporting similar issues. Environment is Chrome OS.,Incident,Load Balancer,Incident,Low,Closed,Restarted affected services. Verified with user that issue is fixed.,Restarted affected services. Verified with user that issue is fixed.,[],1.0,"Title: [Incident] Load Balancer - scheduled maintenance overran window
Description: Urgent: Load Balancer - scheduled maintenance overran window. Multiple users reporting similar issues. Environment is Chrome OS.
Category: Incident
Component: Load Balancer
Severity: Low",synthetic,U-000449
ITS-00451,[Network] VPN - packet loss,[Network] VPN - packet loss,"Hi, I need help. VPN keeps packet loss. Started yesterday. I'm on Ubuntu 22.04.","Hi, I need help. VPN keeps packet loss. Started yesterday. I'm on Ubuntu 22.04.",Network,VPN,Bug,Medium,In Progress,,,[],1.0,"Title: [Network] VPN - packet loss
Description: Hi, I need help. VPN keeps packet loss. Started yesterday. I'm on Ubuntu 22.04.
Category: Network
Component: VPN
Severity: Medium",synthetic,U-000450
ITS-00452,Email Server problem: SSL certificate expired,Email Server problem: SSL certificate expired,"Hi, I need help. Email Server keeps SSL certificate expired. Started yesterday. I'm on Ubuntu 22.04.","Hi, I need help. Email Server keeps SSL certificate expired. Started yesterday. I'm on Ubuntu 22.04.",Incident,Email Server,Incident,Medium,Closed,Renewed SSL certificate and redeployed. Verified with user that issue is fixed.,Renewed SSL certificate and redeployed. Verified with user that issue is fixed.,[],1.0,"Title: Email Server problem: SSL certificate expired
Description: Hi, I need help. Email Server keeps SSL certificate expired. Started yesterday. I'm on Ubuntu 22.04.
Category: Incident
Component: Email Server
Severity: Medium",synthetic,U-000451
ITS-00453,[Network] Ethernet - slow internet speed,[Network] Ethernet - slow internet speed,Urgent: Ethernet - slow internet speed. Multiple users reporting similar issues. Environment is Chrome OS.,Urgent: Ethernet - slow internet speed. Multiple users reporting similar issues. Environment is Chrome OS.,Network,Ethernet,Question,Medium,In Progress,,,[],1.0,"Title: [Network] Ethernet - slow internet speed
Description: Urgent: Ethernet - slow internet speed. Multiple users reporting similar issues. Environment is Chrome OS.
Category: Network
Component: Ethernet
Severity: Medium",synthetic,U-000452
ITS-00454,Windows plugin not working,Windows plugin not working,Issue with Windows: plugin not working. This is affecting my work. Running on Ubuntu 22.04.,Issue with Windows: plugin not working. This is affecting my work. Running on Ubuntu 22.04.,Software,Windows,Question,Medium,Resolved,Cleared cache and temp files. Verified with user that issue is fixed.,Cleared cache and temp files. Verified with user that issue is fixed.,[],1.0,"Title: Windows plugin not working
Description: Issue with Windows: plugin not working. This is affecting my work. Running on Ubuntu 22.04.
Category: Software
Component: Windows
Severity: Medium",synthetic,U-000453
ITS-00455,[Software] Antivirus - memory leak causing slowdown,[Software] Antivirus - memory leak causing slowdown,Issue with Antivirus: memory leak causing slowdown. This is affecting my work. Running on Ubuntu 22.04.,Issue with Antivirus: memory leak causing slowdown. This is affecting my work. Running on Ubuntu 22.04.,Software,Antivirus,Question,Medium,In Progress,,,[],1.0,"Title: [Software] Antivirus - memory leak causing slowdown
Description: Issue with Antivirus: memory leak causing slowdown. This is affecting my work. Running on Ubuntu 22.04.
Category: Software
Component: Antivirus
Severity: Medium",synthetic,U-000454
ITS-00456,Web App problem: unauthorized access attempt detected,Web App problem: unauthorized access attempt detected,"Hi, I need help. Web App keeps unauthorized access attempt detected. Started yesterday. I'm on Windows 11.","Hi, I need help. Web App keeps unauthorized access attempt detected. Started yesterday. I'm on Windows 11.",Incident,Web App,Incident,Medium,In Progress,,,[],1.0,"Title: Web App problem: unauthorized access attempt detected
Description: Hi, I need help. Web App keeps unauthorized access attempt detected. Started yesterday. I'm on Windows 11.
Category: Incident
Component: Web App
Severity: Medium",synthetic,U-000455
ITS-00457,Teams memory leak causing slowdown,Teams memory leak causing slowdown,The Teams has been memory leak causing slowdown for the past few hours. OS: Windows 11. Please help.,The Teams has been memory leak causing slowdown for the past few hours. OS: Windows 11. Please help.,Software,Teams,Service Request,High,In Progress,,,[],1.0,"Title: Teams memory leak causing slowdown
Description: The Teams has been memory leak causing slowdown for the past few hours. OS: Windows 11. Please help.
Category: Software
Component: Teams
Severity: High",synthetic,U-000456
ITS-00458,[Incident] Load Balancer - data sync failure between systems,[Incident] Load Balancer - data sync failure between systems,The Load Balancer has been data sync failure between systems for the past few hours. OS: macOS 14. Please help.,The Load Balancer has been data sync failure between systems for the past few hours. OS: macOS 14. Please help.,Incident,Load Balancer,Incident,Low,In Progress,,,[],1.0,"Title: [Incident] Load Balancer - data sync failure between systems
Description: The Load Balancer has been data sync failure between systems for the past few hours. OS: macOS 14. Please help.
Category: Incident
Component: Load Balancer
Severity: Low",synthetic,U-000457
ITS-00459,Load Balancer problem: disk space critical on production server,Load Balancer problem: disk space critical on production server,Urgent: Load Balancer - disk space critical on production server. Multiple users reporting similar issues. Environment is Chrome OS.,Urgent: Load Balancer - disk space critical on production server. Multiple users reporting similar issues. Environment is Chrome OS.,Incident,Load Balancer,Incident,Low,Resolved,Renewed SSL certificate and redeployed. Verified with user that issue is fixed.,Renewed SSL certificate and redeployed. Verified with user that issue is fixed.,[],1.0,"Title: Load Balancer problem: disk space critical on production server
Description: Urgent: Load Balancer - disk space critical on production server. Multiple users reporting similar issues. Environment is Chrome OS.
Category: Incident
Component: Load Balancer
Severity: Low",synthetic,U-000458
ITS-00460,[Incident] Load Balancer - SSL certificate expired,[Incident] Load Balancer - SSL certificate expired,"Hi, I need help. Load Balancer keeps SSL certificate expired. Started yesterday. I'm on Chrome OS.","Hi, I need help. Load Balancer keeps SSL certificate expired. Started yesterday. I'm on Chrome OS.",Incident,Load Balancer,Incident,Medium,In Progress,,,[],1.0,"Title: [Incident] Load Balancer - SSL certificate expired
Description: Hi, I need help. Load Balancer keeps SSL certificate expired. Started yesterday. I'm on Chrome OS.
Category: Incident
Component: Load Balancer
Severity: Medium",synthetic,U-000459
ITS-00461,[Hardware] Docking Station - cracked screen,[Hardware] Docking Station - cracked screen,My Docking Station is cracked screen. I've been experiencing this since this morning. Environment: Chrome OS.,My Docking Station is cracked screen. I've been experiencing this since this morning. Environment: Chrome OS.,Hardware,Docking Station,Question,Medium,Resolved,Performed hardware diagnostic. Verified with user that issue is fixed.,Performed hardware diagnostic. Verified with user that issue is fixed.,[],1.0,"Title: [Hardware] Docking Station - cracked screen
Description: My Docking Station is cracked screen. I've been experiencing this since this morning. Environment: Chrome OS.
Category: Hardware
Component: Docking Station
Severity: Medium",synthetic,U-000460
ITS-00462,[Network] Proxy - cannot access internal resources,[Network] Proxy - cannot access internal resources,My Proxy is cannot access internal resources. I've been experiencing this since this morning. Environment: Ubuntu 22.04.,My Proxy is cannot access internal resources. I've been experiencing this since this morning. Environment: Ubuntu 22.04.,Network,Proxy,Question,Medium,In Progress,,,[],1.0,"Title: [Network] Proxy - cannot access internal resources
Description: My Proxy is cannot access internal resources. I've been experiencing this since this morning. Environment: Ubuntu 22.04.
Category: Network
Component: Proxy
Severity: Medium",synthetic,U-000461
ITS-00463,[Incident] Web App - backup job failed overnight,[Incident] Web App - backup job failed overnight,The Web App has been backup job failed overnight for the past few hours. OS: Windows 11. Please help.,The Web App has been backup job failed overnight for the past few hours. OS: Windows 11. Please help.,Incident,Web App,Incident,Medium,Closed,Scaled up server resources. Verified with user that issue is fixed.,Scaled up server resources. Verified with user that issue is fixed.,[],1.0,"Title: [Incident] Web App - backup job failed overnight
Description: The Web App has been backup job failed overnight for the past few hours. OS: Windows 11. Please help.
Category: Incident
Component: Web App
Severity: Medium",synthetic,U-000462
ITS-00464,Load Balancer problem: scheduled maintenance overran window,Load Balancer problem: scheduled maintenance overran window,Issue with Load Balancer: scheduled maintenance overran window. This is affecting my work. Running on Ubuntu 22.04.,Issue with Load Balancer: scheduled maintenance overran window. This is affecting my work. Running on Ubuntu 22.04.,Incident,Load Balancer,Incident,Medium,Open,,,[],1.0,"Title: Load Balancer problem: scheduled maintenance overran window
Description: Issue with Load Balancer: scheduled maintenance overran window. This is affecting my work. Running on Ubuntu 22.04.
Category: Incident
Component: Load Balancer
Severity: Medium",synthetic,U-000463
ITS-00465,SSO account deactivation request,SSO account deactivation request,The SSO has been account deactivation request for the past few hours. OS: Ubuntu 22.04. Please help.,The SSO has been account deactivation request for the past few hours. OS: Ubuntu 22.04. Please help.,Account,SSO,Service Request,Medium,Closed,Granted appropriate permissions. Verified with user that issue is fixed.,Granted appropriate permissions. Verified with user that issue is fixed.,[],1.0,"Title: SSO account deactivation request
Description: The SSO has been account deactivation request for the past few hours. OS: Ubuntu 22.04. Please help.
Category: Account
Component: SSO
Severity: Medium",synthetic,U-000464
ITS-00466,Active Directory new hire needs account setup,Active Directory new hire needs account setup,My Active Directory is new hire needs account setup. I've been experiencing this since this morning. Environment: Ubuntu 22.04.,My Active Directory is new hire needs account setup. I've been experiencing this since this morning. Environment: Ubuntu 22.04.,Account,Active Directory,Bug,Medium,Open,,,[],1.0,"Title: Active Directory new hire needs account setup
Description: My Active Directory is new hire needs account setup. I've been experiencing this since this morning. Environment: Ubuntu 22.04.
Category: Account
Component: Active Directory
Severity: Medium",synthetic,U-000465
ITS-00467,VPN problem: cannot connect to WiFi,VPN problem: cannot connect to WiFi,"Hi, I need help. VPN keeps cannot connect to WiFi. Started yesterday. I'm on macOS 14.","Hi, I need help. VPN keeps cannot connect to WiFi. Started yesterday. I'm on macOS 14.",Network,VPN,Question,Medium,Closed,Assigned static IP. Verified with user that issue is fixed.,Assigned static IP. Verified with user that issue is fixed.,[],1.0,"Title: VPN problem: cannot connect to WiFi
Description: Hi, I need help. VPN keeps cannot connect to WiFi. Started yesterday. I'm on macOS 14.
Category: Network
Component: VPN
Severity: Medium",synthetic,U-000466
ITS-00468,Teams not responding,Teams not responding,"Hi, I need help. Teams keeps not responding. Started yesterday. I'm on Chrome OS.","Hi, I need help. Teams keeps not responding. Started yesterday. I'm on Chrome OS.",Software,Teams,Question,Low,In Progress,,,[],1.0,"Title: Teams not responding
Description: Hi, I need help. Teams keeps not responding. Started yesterday. I'm on Chrome OS.
Category: Software
Component: Teams
Severity: Low",synthetic,U-000467
ITS-00469,Antivirus plugin not working,Antivirus plugin not working,Urgent: Antivirus - plugin not working. Multiple users reporting similar issues. Environment is Windows 10.,Urgent: Antivirus - plugin not working. Multiple users reporting similar issues. Environment is Windows 10.,Software,Antivirus,Question,Medium,In Progress,,,[],1.0,"Title: Antivirus plugin not working
Description: Urgent: Antivirus - plugin not working. Multiple users reporting similar issues. Environment is Windows 10.
Category: Software
Component: Antivirus
Severity: Medium",synthetic,U-000468
ITS-00470,Monitor problem: fan making loud noise,Monitor problem: fan making loud noise,"Hi, I need help. Monitor keeps fan making loud noise. Started yesterday. I'm on Windows 10.","Hi, I need help. Monitor keeps fan making loud noise. Started yesterday. I'm on Windows 10.",Hardware,Monitor,Service Request,Medium,In Progress,,,[],1.0,"Title: Monitor problem: fan making loud noise
Description: Hi, I need help. Monitor keeps fan making loud noise. Started yesterday. I'm on Windows 10.
Category: Hardware
Component: Monitor
Severity: Medium",synthetic,U-000469
ITS-00471,Database problem: scheduled maintenance overran window,Database problem: scheduled maintenance overran window,The Database has been scheduled maintenance overran window for the past few hours. OS: macOS 14. Please help.,The Database has been scheduled maintenance overran window for the past few hours. OS: macOS 14. Please help.,Incident,Database,Incident,High,In Progress,,,[],1.0,"Title: Database problem: scheduled maintenance overran window
Description: The Database has been scheduled maintenance overran window for the past few hours. OS: macOS 14. Please help.
Category: Incident
Component: Database
Severity: High",synthetic,U-000470
